Team,Side,Champion,GameResult,Pick/Ban,Day,TeamVS,Role,Blind?
PGG,Blue,Renekton,Loss,Ban,Rumble Day 2,RNG,Ban,Ban
PGG,Blue,Nautilus,Loss,Ban,Rumble Day 2,RNG,Ban,Ban
PGG,Blue,Lee Sin,Loss,Pick,Rumble Day 2,RNG,Mid,B
PGG,Blue,Aphelios,Loss,Pick,Rumble Day 2,RNG,Adc,C
PGG,Blue,Lulu,Loss,Pick,Rumble Day 2,RNG,Support,B
PGG,Blue,Sett,Loss,Ban,Rumble Day 2,RNG,Ban,Ban
PGG,Blue,Orianna,Loss,Ban,Rumble Day 2,RNG,Ban,Ban
PGG,Blue,Sion,Loss,Pick,Rumble Day 2,RNG,Top,C
PGG,Blue,Olaf,Loss,Pick,Rumble Day 2,RNG,Jungle,C
RNG,Red,Morgana,Win,Ban,Rumble Day 2,PGG,Ban,Ban
RNG,Red,Varus,Win,Ban,Rumble Day 2,PGG,Ban,Ban
RNG,Red,Qiyana,Win,Ban,Rumble Day 2,PGG,Ban,Ban
RNG,Red,Udyr,Win,Pick,Rumble Day 2,PGG,Jungle,B
RNG,Red,Kog Maw,Win,Pick,Rumble Day 2,PGG,Adc,B
RNG,Red,Karma,Win,Pick,Rumble Day 2,PGG,Support,C
RNG,Red,Rumble,Win,Ban,Rumble Day 2,PGG,Ban,Ban
RNG,Red,Urgot,Win,Ban,Rumble Day 2,PGG,Ban,Ban
RNG,Red,Jayce,Win,Pick,Rumble Day 2,PGG,Top,B
RNG,Red,Sylas,Win,Pick,Rumble Day 2,PGG,Mid,C
C9,Blue,Gnar,Loss,Ban,Rumble Day 1,MAD,Ban,Ban
C9,Blue,Varus,Loss,Ban,Rumble Day 1,MAD,Ban,Ban
C9,Blue,Thresh,Loss,Ban,Rumble Day 1,MAD,Ban,Ban
C9,Blue,Rumble,Loss,Pick,Rumble Day 1,MAD,Jungle,B
C9,Blue,Kalista,Loss,Pick,Rumble Day 1,MAD,Adc,C
C9,Blue,Nautilus,Loss,Pick,Rumble Day 1,MAD,Support,B
C9,Blue,Karma,Loss,Ban,Rumble Day 1,MAD,Ban,Ban
C9,Blue,Alistar,Loss,Ban,Rumble Day 1,MAD,Ban,Ban
C9,Blue,Sion,Loss,Pick,Rumble Day 1,MAD,Top,B
C9,Blue,Kindred,Loss,Pick,Rumble Day 1,MAD,Mid,C
MAD,Red,Renekton,Win,Ban,Rumble Day 1,C9,Ban,Ban
MAD,Red,Lee Sin,Win,Ban,Rumble Day 1,C9,Ban,Ban
MAD,Red,Senna,Win,Ban,Rumble Day 1,C9,Ban,Ban
MAD,Red,Kaisa,Win,Pick,Rumble Day 1,C9,Adc,B
MAD,Red,Lucian,Win,Pick,Rumble Day 1,C9,Mid,B
MAD,Red,Udyr,Win,Pick,Rumble Day 1,C9,Jungle,C
MAD,Red,Viktor,Win,Ban,Rumble Day 1,C9,Ban,Ban
MAD,Red,Tristana,Win,Ban,Rumble Day 1,C9,Ban,Ban
MAD,Red,Leona,Win,Pick,Rumble Day 1,C9,Support,C
MAD,Red,Sylas,Win,Pick,Rumble Day 1,C9,Top,C
PSG,Blue,Lee Sin,Win,Ban,Rumble Day 1,PGG,Ban,Ban
PSG,Blue,Nidalee,Win,Ban,Rumble Day 1,PGG,Ban,Ban
PSG,Blue,Urgot,Win,Ban,Rumble Day 1,PGG,Ban,Ban
PSG,Blue,Udyr,Win,Pick,Rumble Day 1,PGG,Jungle,B
PSG,Blue,Thresh,Win,Pick,Rumble Day 1,PGG,Support,B
PSG,Blue,Aphelios,Win,Pick,Rumble Day 1,PGG,Adc,C
PSG,Blue,Nocturne,Win,Ban,Rumble Day 1,PGG,Ban,Ban
PSG,Blue,Qiyana,Win,Ban,Rumble Day 1,PGG,Ban,Ban
PSG,Blue,Aatrox,Win,Pick,Rumble Day 1,PGG,Top,C
PSG,Blue,Sylas,Win,Pick,Rumble Day 1,PGG,Mid,B
PGG,Red,Renekton,Loss,Ban,Rumble Day 1,PSG,Ban,Ban
PGG,Red,Lucian,Loss,Ban,Rumble Day 1,PSG,Ban,Ban
PGG,Red,Gnar,Loss,Ban,Rumble Day 1,PSG,Ban,Ban
PGG,Red,Kaisa,Loss,Pick,Rumble Day 1,PSG,Adc,B
PGG,Red,Morgana,Loss,Pick,Rumble Day 1,PSG,Jungle,C
PGG,Red,Nautilus,Loss,Pick,Rumble Day 1,PSG,Support,C
PGG,Red,Jayce,Loss,Ban,Rumble Day 1,PSG,Ban,Ban
PGG,Red,Sett,Loss,Ban,Rumble Day 1,PSG,Ban,Ban
PGG,Red,Sion,Loss,Pick,Rumble Day 1,PSG,Top,B
PGG,Red,Zed,Loss,Pick,Rumble Day 1,PSG,Mid,C
RNG,Blue,Senna,Win,Ban,Rumble Day 1,C9,Ban,Ban
RNG,Blue,Renekton,Win,Ban,Rumble Day 1,C9,Ban,Ban
RNG,Blue,Thresh,Win,Ban,Rumble Day 1,C9,Ban,Ban
RNG,Blue,Udyr,Win,Pick,Rumble Day 1,C9,Jungle,B
RNG,Blue,Lucian,Win,Pick,Rumble Day 1,C9,Top,B
RNG,Blue,Kaisa,Win,Pick,Rumble Day 1,C9,Adc,C
RNG,Blue,Alistar,Win,Ban,Rumble Day 1,C9,Ban,Ban
RNG,Blue,Galio,Win,Ban,Rumble Day 1,C9,Ban,Ban
RNG,Blue,Gragas,Win,Pick,Rumble Day 1,C9,Support,C
RNG,Blue,Orianna,Win,Pick,Rumble Day 1,C9,Mid,C
C9,Red,Gnar,Loss,Ban,Rumble Day 1,RNG,Ban,Ban
C9,Red,Varus,Loss,Ban,Rumble Day 1,RNG,Ban,Ban
C9,Red,Nautilus,Loss,Ban,Rumble Day 1,RNG,Ban,Ban
C9,Red,Lee Sin,Loss,Pick,Rumble Day 1,RNG,Mid,B
C9,Red,Tristana,Loss,Pick,Rumble Day 1,RNG,Adc,B
C9,Red,Morgana,Loss,Pick,Rumble Day 1,RNG,Jungle,C
C9,Red,Leona,Loss,Ban,Rumble Day 1,RNG,Ban,Ban
C9,Red,Sett,Loss,Ban,Rumble Day 1,RNG,Ban,Ban
C9,Red,Rell,Loss,Pick,Rumble Day 1,RNG,Support,B
C9,Red,Malphite,Loss,Pick,Rumble Day 1,RNG,Top,C
PSG,Blue,Senna,Loss,Ban,Rumble Day 1,DK,Ban,Ban
PSG,Blue,Lee Sin,Loss,Ban,Rumble Day 1,DK,Ban,Ban
PSG,Blue,Lucian,Loss,Ban,Rumble Day 1,DK,Ban,Ban
PSG,Blue,Udyr,Loss,Pick,Rumble Day 1,DK,Jungle,B
PSG,Blue,Gnar,Loss,Pick,Rumble Day 1,DK,Top,B
PSG,Blue,Tristana,Loss,Pick,Rumble Day 1,DK,Adc,C
PSG,Blue,Nautilus,Loss,Ban,Rumble Day 1,DK,Ban,Ban
PSG,Blue,Alistar,Loss,Ban,Rumble Day 1,DK,Ban,Ban
PSG,Blue,Akali,Loss,Pick,Rumble Day 1,DK,Mid,B
PSG,Blue,Rakan,Loss,Pick,Rumble Day 1,DK,Support,C
DK,Red,Nautilus,Win,Ban,Rumble Day 1,PSG,Ban,Ban
DK,Red,Varus,Win,Ban,Rumble Day 1,PSG,Ban,Ban
DK,Red,Renekton,Win,Ban,Rumble Day 1,PSG,Ban,Ban
DK,Red,Kaisa,Win,Pick,Rumble Day 1,PSG,Adc,B
DK,Red,Morgana,Win,Pick,Rumble Day 1,PSG,Jungle,C
DK,Red,Sion,Win,Pick,Rumble Day 1,PSG,Top,C
DK,Red,Orianna,Win,Ban,Rumble Day 1,PSG,Ban,Ban
DK,Red,Zoe,Win,Ban,Rumble Day 1,PSG,Ban,Ban
DK,Red,Leona,Win,Pick,Rumble Day 1,PSG,Support,B
DK,Red,Sylas,Win,Pick,Rumble Day 1,PSG,Mid,C
MAD,Blue,Renekton,Win,Ban,Rumble Day 1,PGG,Ban,Ban
MAD,Blue,Thresh,Win,Ban,Rumble Day 1,PGG,Ban,Ban
MAD,Blue,Fiddlesticks,Win,Ban,Rumble Day 1,PGG,Ban,Ban
MAD,Blue,Rumble,Win,Pick,Rumble Day 1,PGG,Jungle,B
MAD,Blue,Orianna,Win,Pick,Rumble Day 1,PGG,Mid,B
MAD,Blue,Gnar,Win,Pick,Rumble Day 1,PGG,Top,B
MAD,Blue,Viktor,Win,Ban,Rumble Day 1,PGG,Ban,Ban
MAD,Blue,Nautilus,Win,Ban,Rumble Day 1,PGG,Ban,Ban
MAD,Blue,Vayne,Win,Pick,Rumble Day 1,PGG,Adc,C
MAD,Blue,Leona,Win,Pick,Rumble Day 1,PGG,Support,B
PGG,Red,Lucian,Loss,Ban,Rumble Day 1,MAD,Ban,Ban
PGG,Red,Lee Sin,Loss,Ban,Rumble Day 1,MAD,Ban,Ban
PGG,Red,Senna,Loss,Ban,Rumble Day 1,MAD,Ban,Ban
PGG,Red,Kaisa,Loss,Pick,Rumble Day 1,MAD,Adc,B
PGG,Red,Udyr,Loss,Pick,Rumble Day 1,MAD,Jungle,C
PGG,Red,Urgot,Loss,Pick,Rumble Day 1,MAD,Top,C
PGG,Red,Tristana,Loss,Ban,Rumble Day 1,MAD,Ban,Ban
PGG,Red,Lulu,Loss,Ban,Rumble Day 1,MAD,Ban,Ban
PGG,Red,Kassadin,Loss,Pick,Rumble Day 1,MAD,Mid,C
PGG,Red,Galio,Loss,Pick,Rumble Day 1,MAD,Support,C
DK,Blue,Renekton,Loss,Ban,Rumble Day 1,RNG,Ban,Ban
DK,Blue,Thresh,Loss,Ban,Rumble Day 1,RNG,Ban,Ban
DK,Blue,Varus,Loss,Ban,Rumble Day 1,RNG,Ban,Ban
DK,Blue,Udyr,Loss,Pick,Rumble Day 1,RNG,Jungle,B
DK,Blue,Tristana,Loss,Pick,Rumble Day 1,RNG,Adc,C
DK,Blue,Lucian,Loss,Pick,Rumble Day 1,RNG,Mid,B
DK,Blue,Viktor,Loss,Ban,Rumble Day 1,RNG,Ban,Ban
DK,Blue,Lee Sin,Loss,Ban,Rumble Day 1,RNG,Ban,Ban
DK,Blue,Sett,Loss,Pick,Rumble Day 1,RNG,Support,C
DK,Blue,Sion,Loss,Pick,Rumble Day 1,RNG,Top,C
RNG,Red,Senna,Win,Ban,Rumble Day 1,DK,Ban,Ban
RNG,Red,Morgana,Win,Ban,Rumble Day 1,DK,Ban,Ban
RNG,Red,Rumble,Win,Ban,Rumble Day 1,DK,Ban,Ban
RNG,Red,Kaisa,Win,Pick,Rumble Day 1,DK,Adc,B
RNG,Red,Nautilus,Win,Pick,Rumble Day 1,DK,Support,B
RNG,Red,Olaf,Win,Pick,Rumble Day 1,DK,Jungle,C
RNG,Red,Leona,Win,Ban,Rumble Day 1,DK,Ban,Ban
RNG,Red,Alistar,Win,Ban,Rumble Day 1,DK,Ban,Ban
RNG,Red,Gragas,Win,Pick,Rumble Day 1,DK,Top,B
RNG,Red,Orianna,Win,Pick,Rumble Day 1,DK,Mid,C
